TimeStep,Station_PM,Occupancy
63,7,0.0277
63,10,0.0553
63,11,0.0712
63,12,0.0626
63,13,0.071
63,14,0.0463
63,17,0.0481
63,22,0.0332
63,8,0.0288
63,1,0.0212
63,20,0.0162
63,23,0.0422
63,3,0.0401
63,5,0.0289
63,24,0.0358
63,21,0.0372
64,2,0.0334
64,6,0.04
64,15,0.0883
64,19,0.061
64,0,0.0178
64,4,0.0426
64,7,0.0312
64,10,0.0672
64,11,0.0761
64,12,0.0591
64,13,0.1062
64,14,0.0551
64,17,0.0612
64,22,0.0437
64,8,0.0393
64,1,0.03
64,20,0.0144
64,23,0.0365
64,3,0.0435
64,5,0.0373
64,24,0.0366
64,21,0.0477
65,2,0.037
65,6,0.0482
65,15,0.1208
65,19,0.0506
65,0,0.0251
65,4,0.046
65,7,0.0433
65,10,0.0741
65,11,0.0974
65,12,0.0706
65,13,0.0817
65,14,0.0699
65,17,0.0581
65,22,0.0521
65,8,0.046
65,1,0.0343
65,20,0.0159
65,23,0.0469
65,3,0.0436
65,5,0.0405
65,24,0.0557
65,21,0.0445
66,2,0.0311
66,6,0.0526
66,15,0.1041
66,19,0.0672
66,0,0.0193
66,4,0.0493
66,7,0.0479
66,10,0.0823
66,11,0.092
66,12,0.0786
66,13,0.0739
66,14,0.0558
66,17,0.071
66,22,0.0469
66,8,0.051
66,1,0.0288
66,20,0.0167
66,23,0.0352
66,3,0.052
66,5,0.0487
66,24,0.0348
66,21,0.0525
67,2,0.037
67,6,0.0515
67,15,0.1229
67,19,0.0743
67,0,0.0244
67,4,0.0427
67,7,0.0452
67,10,0.1
67,11,0.1187
67,12,0.0865
67,13,0.0837
67,14,0.0958
67,17,0.071
67,22,0.0456
67,8,0.0598
67,1,0.0323
67,20,0.0203
67,23,0.042
67,3,0.0516
67,5,0.0433
67,24,0.0498
67,21,0.0539
68,2,0.0426
68,6,0.0509
68,15,0.1509
68,19,0.087
68,0,0.0291
68,4,0.0477
68,7,0.0492
68,10,0.0926
68,11,0.1134
68,12,0.0925
68,13,0.1062
68,14,0.0699
68,17,0.0762
68,22,0.0612
68,8,0.0527
68,1,0.0352
68,20,0.0225
68,23,0.0482
68,3,0.0513
68,5,0.0495
